	content	language
44	apedia e o Knol, da Google, onde os artigos são um pouco mais ensaísticos  — foram iniciados para tratar de limitações de percepção da Wikipédia, como suas políticas sobre revisão por pares, pesquisa original e publicidade comercial.Citando temores de publicidade comercial ser inserida no site e a falta de controle numa Wikipédia que viam como sendo anglo-cêntrica, usuários da Wikipédia em espanhol criaram uma versão independente da Wikipédia em fevereiro de  , a Enciclopedia Libre.  Mais tarde naquele ano, Wales anunciou que a Wikipédia não iria exibir anúncios publicitários e seu site foi movido para wikipedia.org. Por razões legais, o conteúdo na Wikipédia está sujeito às leis   da Flórida, onde os servidores da Wikipédia estão hospedados. Além disso, os pri	pt
45	"ncípios editoriais da Wikipédia são incorporados nos ""cinco pilares"" e em numerosas políticas e diretrizes que destinam-se a moldar o conteúdo de forma adequada. Até mesmo essas regras são armazenadas em forma de wiki e os editores da Wikipédia, como uma comunidade, podem escrever e revisar as políticas e diretrizes  e aplicá-las por exclusão, marcando com tags, ou modificando o conteúdo dos artigos para deixá-los de acordo com tais regulamentações. As regras nas edições não-inglesas da Wikipédia ramificaram-se através de traduções da Wikipédia em inglês e desde então divergiram, em certa medida. Enquanto elas ainda apresentam várias semelhanças, tais regras diferem em muitos detalhes entre as várias versões da Wikipédia.A Wikipédia não exige que seus usuários"	pt
46	"forneçam a sua identificação.  No entanto, como a Wikipédia cresce através do seu modelo não convencional de construção de enciclopédia, ""Quem escreve a Wikipédia?"" tornou-se uma das perguntas mais frequentes sobre o projeto, muitas vezes com uma referência para outros projetos de Web  .  como o Digg.  Jimmy Wales afirmou certa vez que apenas ""uma comunidade...um grupo dedicado de algumas centenas de voluntários"" faz a maior parte das contribuições para a Wikipédia e que o projeto é, portanto, ""como qualquer organização tradicional."" Wales realizou um estudo onde constatou que mais de  % de todas as edições são feitas por apenas  , % dos usuários  . Este método de avaliação de contribuições foi posteriormente contestada por Aaron Swartz, que observou que vários"	pt
47	"artigos de uma amostragem que efetuou tinham grande parte do seu conteúdo   contribuído por usuários com baixas contagens de edições.  Um estudo de   realizado por pesquisadores da Faculdade de Dartmouth descobriu que ""colaboradores anônimos e pouco frequentes na Wikipédia... são confiáveis e uma fonte de conhecimento tanto quanto os contribuintes que se inscrevem no site.""  Embora alguns contribuintes sejam autoridades em suas áreas, a Wikipédia exige que mesmo os seus contributos sejam apoiados por publicações e fontes verificáveis. A preferência do projeto pelo consenso sobre credenciais foi rotulada como ""anti-elitismo"". A Esplanada é o principal local de interação entre os usuários após as páginas de discussão; nela é possível fazer anúncios, perguntas e"	pt
48	"propostas de alterações nas políticas do projeto. Editores novos ou ocasionais têm taxas significativamente mais altas de suas edições revertidas   do que um grupo de elite de editores regulares, coloquialmente conhecido como a ""panela"". Isso poderá estar a tornar mais difícil para o projeto recrutar e reter novos colaboradores a longo prazo, resultando na estagnação da criação de novos artigos. Outros sugerem que o crescimento está a nivelar naturalmente, pois os artigos mais básicos já existem.  Larry Sanger e Jimmy Wales fundaram a Wikipédia.   Embora Wales seja creditado por definir o objetivo de fazer uma enciclopédia editável publicamente,   Sanger é geralmente creditado pela estratégia de usar um wiki para alcançar esse objetivo.  Em   de janeiro de  , L"	pt
49	"arry Sanger propôs na lista de discussão da Nupedia a criação de um wiki como um projeto ""alimentador"" para a Nupedia. A Wikipédia começou como um projeto complementar para a Nupedia, um projeto de enciclopédia online gratuita de língua inglesa, cujos artigos eram escritos por especialistas e revistos em um processo formal.  A Nupedia foi fundada em   de março de  , sob a posse da Bomis, uma empresa de portal web. Suas principais figuras eram Jimmy Wales, CEO da Bomis, e Larry Sanger, editor-chefe da Nupedia e posteriormente da Wikipédia. A Nupedia foi licenciada inicialmente sob sua própria Licença de Conteúdo aberto Nupedia, a mudança para a GNU Free Documentation License aconteceu antes da fundação da Wikipédia, a pedido de Richard Stallman. Embora a Wikipéd"	pt
50	"ia em inglês tenha chegado aos três milhões de artigos em agosto de  , o crescimento de edições, em termos de números de artigos e de colaboradores, parece ter estabilizado em torno do início de  .  Em  , cerca de     artigos foram adicionados diariamente à enciclopédia; até   essa média era de cerca de    .  A equipe do Palo Alto Research Center especulou que isso se deve ao aumento da exclusividade do projeto. Membros da comunidade predominantemente interagem uns com os outros através das páginas de ""discussão"", que são páginas wiki-editáveis que estão associadas com os artigos, bem como através de páginas de discussão que são específicas para editores em particular e páginas de discussão que ajudam a gerir o site. Essas páginas ajudam os contribuintes a cheg"	pt
51	"arem a um consenso sobre o que o conteúdo dos artigos deve constar, sobre quais regras do site podem mudar e tomar medidas com relação a qualquer problema dentro da comunidade. A Wikipédia foi formalmente lançada em   de janeiro de  , como uma única edição em inglês em www.wikipedia.com  e anunciada por Sanger na lista de discussão da Nupedia.  A política do ""ponto de vista neutro"" da Wikipédia""  foi codificada em seus meses iniciais e era semelhante à política anterior da Nupedia de ""não-parcialidade"". Por outro lado, inicialmente havia relativamente poucas regras e a Wikipédia operava independentemente da Nupedia. Em novembro de  , uma tese de doutorado escrita por Felipe Ortega, um pesquisador da Universidade Rey Juan Carlos em Madrid, revelou que a Wikipédi"	pt
52	"a em inglês havia perdido     editores nos primeiros três meses de  , enquanto que durante o mesmo período em   o mesmo projeto perdeu apenas     editores.  O The Wall Street Journal relatou que ""um número sem precedentes de milhões de voluntários online que escrevem, editam e policiam a Wikipédia está desistindo."" Entre as razões citadas no artigo para esta tendência encontram-se a matriz de regras aplicadas à edição e disputas relacionadas a tais conteúdos.  Estas alegações foram contestadas por Jimmy Wales, que negou o declínio e questionou a metodologia do estudo. A Wikipédia ganhou os primeiros colaboradores da Nupedia, de postagens no Slashdot e indexação do motor de busca na web. Até o final de  , o site já havia crescido para cerca de     artigos em   i"	pt
53	diomas. No final de  , tinha alcançado   edições em idiomas diferentes,   até o final de   e   nos últimos dias de  .  A Nupedia e a Wikipédia coexistiram até os servidores da primeira serem retirados de forma permanente em   e seu texto incorporado na Wikipedia. A Wikipédia em inglês passou a marca dos dois milhões de artigos em   de setembro de  , tornando-a a maior enciclopédia já construída, superando até mesmo a Enciclopédia Yung-lo Ta-tien  , que detinha esse recorde desde há exatamente   anos. Embora as políticas da Wikipédia defendam fortemente a verificabilidade e um ponto de vista neutro, seus críticos acusam-na de viés sistêmico e inconsistências    e alegam que ela favorece o consenso sobre credenciais em seus processos editoriais.  Sua confiabilida	pt
54	"de e precisão também são alvo de críticas.  Outras críticas apontam a sua suscetibilidade ao vandalismo e à adição de informações falsas ou não verificadas;  no entanto, trabalhos acadêmicos sugerem que os vandalismos são geralmente de curta duração.   Uma pesquisa de   na revista Nature mostrou que os artigos científicos que eles compararam chegavam perto do nível de precisão da Encyclopædia Britannica e tinham uma taxa semelhante de ""erros graves"".  Outra pesquisa de   realizada pelo ForeSee Results e divulgada pela CNET mostrou que, em uma escala de satisfação de   a  , os internautas atribuíram   pontos à Wikipédia, um resultado maior que o de outros sites consagrados, como YouTube e Facebook. Contribuintes, registrados ou não, podem tirar proveito dos recu"	pt
55	"rsos disponíveis no software que opera a Wikipédia. A página ""Ver histórico"" que acompanha cada artigo, regista toda e qualquer versão anterior do verbete, embora uma revisão com conteúdo calunioso, ameaças criminosas ou violações de direitos autorais possa ser removida mais tarde.    Esta característica torna mais fácil comparar antigas e novas versões do artigo, desfazer alterações que um editor considera indesejáveis, ou restaurar um conteúdo perdido. A página ""Discussão"", associada a cada artigo, é utilizada para coordenar o trabalho entre vários editores.  Editores regulares muitas vezes mantêm uma lista de ""páginas vigiadas"" de artigos de interesse para eles, de modo que eles podem facilmente manter o controle sobre todas as alterações recentes nessas pág"	pt
